doi	journal	type	n_authors	published	review_available	country	edomain	citations	oa_retracted	time_between	retracted	time_to_retraction
10.1371/journal.pone.0257163	PLOS ONE	Research Article	0.167409661548329	0.0101603769443937	TRUE	c("Ethiopia", "Germany", "Germany")	Other	10	FALSE	-0.75397797554685	FALSE	1449
10.1371/journal.pone.0257203	PLOS ONE	Research Article	-0.634083669787924	-0.0144356918484739	FALSE	c("Ethiopia", "Ethiopia")	gmail	18	FALSE	-0.309577602738325	FALSE	1431
10.1371/journal.pone.0257204	PLOS ONE	Research Article	-0.953496158963877	0.0143575470168129	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	11	FALSE	-0.357881991087077	FALSE	1452
10.1371/journal.pone.0257229	PLOS ONE	Research Article	0.167409661548329	-0.0144356918484739	FALSE	c("Ethiopia", "Ethiopia")	gmail	2	FALSE	-0.889230262923358	FALSE	1431
10.1371/journal.pone.0257272	PLOS ONE	Research Article	-0.634083669787924	-0.0718308523772841	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	yahoo	43	FALSE	-0.995499917290614	FALSE	1386
10.1371/journal.pone.0257290	PLOS ONE	Research Article	-0.345312706375261	0.0143575470168129	TRUE	c("Ethiopia", "Ethiopia")	gmail	6	FALSE	-0.947195528941861	FALSE	1452
10.1371/journal.pone.0257306	PLOS ONE	Research Article	-0.345312706375261	-0.0224174370686508	TRUE	c("Ethiopia", "Ethiopia")	yahoo	6	FALSE	0.434309977832468	FALSE	1425
10.1371/journal.pone.0257366	PLOS ONE	Research Article	-1.74609626571953	-0.00362651989669966	TRUE	Ethiopia	gmail	27	FALSE	-0.792621486225852	FALSE	1439
10.1371/journal.pone.0257373	PLOS ONE	Research Article	1.58074960843484	-0.0393540641997983	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	70	FALSE	-0.676690954188846	FALSE	1412
10.1371/journal.pone.0257485	PLOS ONE	Research Article	-0.634083669787924	-0.00226174075873047	FALSE	c("Nigeria", "Ethiopia", "Nigeria", "Ethiopia")	edu	21	FALSE	2.7722423739121	FALSE	1440
10.1371/journal.pone.0257522	PLOS ONE	Research Article	-0.634083669787924	0.000477018275441337	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	101	FALSE	0.405327344823217	FALSE	1442
10.1371/journal.pone.0257602	PLOS ONE	Research Article	-0.345312706375261	-0.00362651989669966	TRUE	c("Ethiopia", "Ethiopia", "United Kingdom", "Ethiopia")	ac	8	FALSE	-0.0294121503155583	FALSE	1439
10.1371/journal.pone.0257609	PLOS ONE	Research Article	-1.31604562218867	0.000477018275441337	TRUE	c("Ethiopia", "Ethiopia")	gmail	24	FALSE	-0.23229058138032	FALSE	1442
10.1371/journal.pone.0257621	PLOS ONE	Research Article	-0.634083669787924	-0.000893898143459522	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	28	FALSE	-0.299916725068574	FALSE	1441
10.1371/journal.pone.0257630	PLOS ONE	Research Article	-1.31604562218867	0.000477018275441337	TRUE	Ethiopia	gmail	8	FALSE	-0.435169012445082	FALSE	1442
10.1371/journal.pone.0257637	PLOS ONE	Research Article	-1.31604562218867	0.000477018275441337	TRUE	c("Norway", "Ethiopia")	c("Other", "Other", "gmail")	3	FALSE	-0.560760422151839	FALSE	1442
10.1371/journal.pone.0257664	PLOS ONE	Research Article	-0.0797603992886365	0.000477018275441337	FALSE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	21	FALSE	1.35209335645877	FALSE	1442
10.1371/journal.pone.0257704	PLOS ONE	Research Article	-0.634083669787924	-0.00362651989669966	TRUE	c("Ethiopia", "Ethiopia")	yahoo	30	FALSE	-0.715334464867848	FALSE	1439
10.1371/journal.pone.0257736	PLOS ONE	Research Article	0.167409661548329	-0.0583111034527198	TRUE	c("Ethiopia", "Kenya", "Kenya")	org	50	FALSE	-0.473812523124084	FALSE	1397
10.1371/journal.pone.0257758	PLOS ONE	Research Article	-0.0797603992886365	-0.00498824583749231	TRUE	Ethiopia	gmail	25	FALSE	1.26514545743102	FALSE	1438
10.1371/journal.pone.0257804	PLOS ONE	Research Article	0.619127135732312	-0.0130950542716774	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia")	gmail	9	FALSE	0.0865183817214483	FALSE	1432
10.1371/journal.pone.0257813	PLOS ONE	Research Article	-0.634083669787924	-0.0130950542716774	FALSE	c("Ethiopia", "Ethiopia")	gmail	26	FALSE	0.704814552585484	FALSE	1432
10.1371/journal.pone.0257846	PLOS ONE	Research Article	-1.74609626571953	-0.0558187167270767	FALSE	Ethiopia	gmail	10	FALSE	-0.270934092059322	FALSE	1399
10.1371/journal.pone.0257853	PLOS ONE	Research Article	-0.953496158963877	-0.0130950542716774	FALSE	c("Ethiopia", "Ethiopia")	gmail	23	FALSE	-0.92787377360236	FALSE	1432
10.1371/journal.pone.0257897	PLOS ONE	Research Article	0.167409661548329	-0.00498824583749231	TRUE	c("Ethiopia", "Ethiopia", "Ethiopia", "Ethiopia")	gmail	20	FALSE	0.0961792593911989	FALSE	1438
10.1371/journal.pone.0257932	PLOS ONE	Research Article	-0.953496158963877	-0.172674881240837	TRUE	c("Ethiopia", "Ethiopia")	edu	3	FALSE	-0.512456033803086	FALSE	1295
10.1371/journal.pone.0257942	PLOS ONE	Research Article	-0.634083669787924	-0.0457413909390711	FALSE	c("Ethiopia", "Ethiopia")	gmail	15	FALSE	1.0526061486965	FALSE	1407
